Sample.Id,Cancer.Study,Cancer,ACBD3,BZRAP1,CYP11A1,CYP17A1,DBI,AR,BCL2,ESR1,HSD3B2,NFKB1,NFKB2,NKAP,NPC1,NPC2,NR5A1,POMC,PGR,SCARB1,SLC25A4,SLC25A6,SOAT1,STAR,STARD3,TSPO,VDAC1,CYP2W1,FDXR,FDX1,TRERF1
TCGA-34-7107-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2021.1188,209.4424,4.887,0.6981,2182.0403,18.5007,851.0341,27.2275,0.3491,1467.4928,863.9497,559.2111,2488.4545,2595.3399,0.6981,85.8714,35.2561,2544.3756,357.4483,11129.767,539.3141,37.3506,704.0754,2174.7098,3057.8585,4.1888,772.1442,330.2208,673.3572
TCGA-34-8454-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1364.9876,281.5855,500,5.7803,2003.3031,13.6251,318.7448,151.1148,0.4129,2969.8596,1949.2155,319.9835,1201.7217,3838.1503,0,109.8266,38.398,1225.4335,416.185,6086.2923,664.327,44.1784,1187.0355,3043.3526,2863.749,1.6515,427.7457,522.7085,580.0991
TCGA-34-8455-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2116.4909,178.3317,5.7526,0.9588,1973.1544,13.9022,128.4756,67.1141,9.1083,1631.8313,918.5043,300.5753,948.5187,5303.931,0.4794,9.1083,26.8456,713.8063,511.5053,9585.8102,564.2378,30.2013,681.2081,3587.7277,2761.2656,2.3969,1386.8648,614.5733,964.5254
TCGA-34-8456-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1682.8868,773.6468,5.4675,0,2088.573,10.9349,803.1711,10.9349,0,1122.4713,608.5293,667.5779,2258.7808,2407.8732,2.187,1242.7556,34.9918,1025.1504,1064.5161,12618.3707,732.6408,39.3658,846.3641,2450.5194,3082.012,20.7764,1310.0055,545.1066,592.1268
TCGA-34-A5IX-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1123.3108,37.7252,1.1261,0,2981.982,1.6892,94.5946,270.8333,0,2578.2658,3408.2207,469.0315,1128.018,3431.8694,0.5631,3.3784,2.2523,500,468.4685,8752.2523,588.964,273.0856,907.0946,4724.0991,5399.2117,0,226.3514,283.2207,311.9369
TCGA-37-3783-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2547.509,29.7894,2.0544,0,5973.2922,4.1089,83.7185,217.2573,0,1296.867,1254.2373,285.5675,1254.9666,6991.7822,1.5408,16.4355,9.245,728.8136,1338.4694,9530.5598,1411.9158,6.1633,832.0493,7070.8783,5827.4268,0,2904.982,836.6718,279.4042
TCGA-37-3789-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1465.6069,63.5855,40.4278,0.3925,2282.0135,0.785,78.8931,16.4851,0.785,1395.7413,1176.3321,263.7621,3686.649,2790.6977,7.4576,14.1301,4.3175,787.7539,644.0977,11585.5166,1051.9085,10.5976,663.3304,3542.7338,4928.6625,149.1512,569.9146,927.0925,465.5088
TCGA-37-3792-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1985.4294,14.954,144.1718,2.684,2925.9969,0.3834,102.7607,50.9969,0,1740.7975,3285.2761,303.681,603.8382,6696.319,0.7669,93.9417,3.8344,569.4018,425.9969,6208.9724,2101.227,8.819,1500,1323.6196,3251.5337,1.9172,458.9724,569.0184,125.3834
TCGA-37-4129-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,876.6631,668.105,0.3596,0.7767,1208.9177,7.5512,217.5476,3.2362,2.8767,464.5811,138.4394,371.4491,377.0298,1402.7328,0.7192,279.7555,38.1158,394.4624,3555.196,6705.8612,284.7896,11.1471,881.6972,188.0618,3498.7415,0,469.2557,695.0737,300.2517
TCGA-37-4130-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1037.7911,223.3534,37.0199,0,6144.6861,0,101.1877,33.9349,0,618.2323,1100.108,397.9639,1156.8471,6540.182,52.4449,82.6778,0.617,2760.4504,395.4959,25633.8115,945.8584,3.702,779.2689,1468.456,4003.702,1.851,539.2565,1061.2371,255.4373
TCGA-37-4132-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1186.3576,576.4601,3.1208,81.0388,2323.2278,0.4458,602.7642,22.2916,0.4458,772.1801,582.2559,421.7566,877.5033,3393.6692,0.4458,12.0374,10.2541,5581.8101,3802.0508,7570.6643,579.1351,4.9041,1602.3183,1506.0187,3165.8493,0.4458,123.9412,676.3263,149.3535
TCGA-37-4133-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2371.2129,95.811,6.1249,0,6622.334,41.5619,95.811,12.6873,0,717.9263,585.3659,374.4941,2132.7879,7272.0114,0.875,69.1239,15.7498,990.4845,699.9891,12983.9221,1408.2905,10.0623,955.4851,6484.0862,3110.1389,1.3125,1501.039,854.4241,363.1193
TCGA-37-4135-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2392.0544,148.4579,0.5227,1.0455,7526.3983,0.5227,798.7454,18.2959,2.6137,324.621,419.7595,416.6231,535.2744,4676.9472,0,21.955,16.2049,777.8359,2329.8484,28238.8918,843.1783,0.5227,1089.9111,5789.3361,2793.518,0,905.907,3583.3769,123.3664
TCGA-37-4141-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1484.8291,271.3653,3.0721,2.7307,1745.2716,1.7067,80.5562,29.0139,0,854.7154,1154.7533,493.2363,1140.1167,4010.0627,1.024,88.4071,20.1391,456.0303,1006.9531,7615.2961,1062.9329,3.0721,3661.8959,1373.211,2823.9061,1.3654,517.1301,716.4727,389.469
TCGA-37-5819-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,838.1853,45.3686,2.6465,0,3442.7221,1.5123,539.1304,34.4045,0,524.0076,914.1777,499.4329,954.3743,4306.2382,88.8469,10.2079,15.879,1955.3875,547.0699,9127.0321,866.9187,20.0378,931.569,1233.6484,4950.0945,3.0246,518.3365,910.775,265.0284
TCGA-37-A5EL-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1090.03,1437.1457,0.6669,0.6669,2355.4518,0.6669,64.0213,2.6676,0,2019.3398,1514.1714,466.4888,3904.0347,5294.7649,2.6676,20.0067,1.3338,1903.6345,499.8333,6091.6972,1412.4708,13.3378,1187.7292,3093.3645,3147.7159,46.0153,525.5085,449.8166,722.9076
TCGA-37-A5EM-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2687.9888,107.3888,2.3345,0.5463,2134.7029,4.2022,628.9249,33.1505,0,1384.3819,1390.4517,397.3386,1488.1242,2707.132,0,204.9726,28.0145,426.2869,370.7249,11883.7399,1652.854,2.8014,899.2646,1744.8348,4147.5429,0,170.4214,324.9679,324.0341
TCGA-37-A5EN-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1472.8571,525,1.4286,0,5132.1429,2.1429,306.4286,17.1429,0.7143,752.1429,730,428.5714,1492.6857,2204.2857,22.8571,391.4286,10,713.5714,527.1429,20607.8571,925,125.7143,957.8571,2211.4286,3369.2857,705,927.1429,450,742.1429
TCGA-39-5011-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1159.0452,101.6306,3.4257,2.6645,3016.1819,0.3806,111.1465,37.3026,0,860.6243,534.0362,465.9019,1646.24,13205.8828,1.5226,6.4709,6.0902,1220.328,774.9806,6776.132,1038.002,0.7613,1104.9945,1786.3379,3053.8651,0.7613,239.0412,695.4271,241.325
TCGA-39-5016-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1948.2143,107.5,0.3571,0,4188.9286,0,431.0714,19.6429,0.3571,2071.4286,910,405.7143,1560.6536,3413.9286,1.4286,62.8571,4.6429,2120.7143,559.6429,21236.0714,1835.7143,6.0714,1333.2143,2035,3872.1429,1.0714,804.6429,521.0714,412.8571
TCGA-39-5019-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1777.6393,143.0886,56.5873,0.9971,4396.6097,8.7249,515.0193,28.169,0.2493,1008.351,1182.6,290.4151,2257.9983,5676.181,2.2435,822.3856,23.6819,1294.2789,814.1593,6731.8958,1041.2564,324.8162,1529.6024,3307.7402,5598.4046,9.9713,997.3825,563.6296,337.031
TCGA-39-5021-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1991.7467,70.2848,0,1.5504,2410.8714,5.168,316.2815,23.256,0,685.7934,1093.5485,350.9071,2582.7435,3262.0408,5.168,403.6207,16.5376,1290.4493,770.0318,8401.6155,1901.3067,14.4704,1080.1117,1846.5259,3439.3031,2.0672,797.4222,551.9423,258.3999
TCGA-39-5022-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2325.4612,248.9412,69.4853,0.2871,2107.2428,29.0001,1219.7258,235.4461,2.0099,1451.7264,1781.9252,463.1398,1493.5611,8213.6243,1.7228,40.1981,51.9704,1598.4495,629.3877,12733.9028,1644.1031,11.7723,909.0518,2267.4611,5540.4494,3.7327,381.595,634.8432,349.7236
TCGA-39-5024-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2195.7404,89.0473,118.3503,0.569,4262.3196,9.1039,162.7317,525.7487,1.9915,1675.9661,1687.6305,316.0751,1146.3256,5046.1061,2.276,5.9744,9.9574,745.3796,231.5798,10859.4981,794.5974,132.2907,1179.805,4792.0512,10037.8735,2.845,360.172,823.9005,722.0509
TCGA-39-5027-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1526.6308,160.9814,3.8899,1.1969,7167.2651,1.1969,342.6092,7.4806,0.5984,763.0162,417.4147,416.5171,2513.8899,5903.0521,2.0946,382.4057,5.386,1831.2388,553.86,14248.9527,446.7385,93.058,863.2555,5004.4883,4301.3166,69.1203,1110.4129,587.0736,265.4099
TCGA-39-5028-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1870.3086,155.1293,9.5913,2.0851,1430.3586,9.5913,144.7039,53.3778,1.6681,1538.3653,966.2219,480.8173,840.8841,9792.3269,0.834,9.5913,23.3528,811.5096,506.2552,11754.3786,1048.7907,20.4337,1039.6163,3095.0792,5520.0167,1.6681,1243.9533,572.9775,132.1935
TCGA-39-5029-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1058.057,41.6221,3.8899,6.5,2210.6389,1.556,445.3953,29.9523,0.389,1791.695,918.798,375.7658,1772.6422,10766.5078,0.389,31.8973,14.7817,1748.128,853.4474,10558.0084,697.0728,58.3487,1131.1874,3689.1958,4658.1737,31.1193,638.3351,467.9568,411.942
TCGA-39-5030-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1425.8831,191.2695,35.1689,0.617,2132.9631,117.8467,1627.0245,255.4373,1.234,2878.2971,2731.4515,357.859,1589.3321,4624.4023,0.617,48.7429,83.2948,1273.4845,336.8811,9772.0191,1004.4732,504.7046,1138.9789,3561.9312,3290.452,25.9139,232.6084,586.7654,425.7288
TCGA-39-5031-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1485.5714,231.2428,338.207,3.4629,3511.3505,10.0038,1153.5206,39.6306,2.6933,1026.5487,742.2085,354.7518,1860.4925,6283.5706,55.7907,361.2928,26.5487,773.3744,1315.506,7070.7965,694.1131,94.267,744.9019,3166.9873,3512.8896,697.1912,686.0331,635.2443,389.3805
TCGA-39-5034-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1477.8177,25.1799,6.5947,0,2120.5036,35.3717,1185.2518,61.7506,0,881.8945,588.1295,337.53,905.1679,3121.7026,0,7.7938,58.753,2062.3501,851.9185,6037.7698,781.7746,5.3957,854.3165,974.2206,8405.2758,0,59.3525,1037.1703,502.3981
TCGA-39-5035-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2108.9918,213.624,3.2698,2.1798,2002.7248,37.0572,1205.9946,31.6076,1.0899,1101.3624,1170.0272,286.6485,1268.8828,2992.3706,0,5.4496,16.3488,637.6022,1113.8965,25323.1608,478.4741,7.0845,643.0518,3599.455,5877.3842,121.5259,656.6757,888.8283,861.0354
TCGA-39-5036-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1287.1782,57.6191,2.6431,0,3959.857,0,188.187,15.3298,0,829.926,409.6768,439.2793,2002.8017,5971.7667,0,50.7471,5.8148,772.8355,948.3358,23219.4256,1250.1751,19.0301,834.6835,4732.1639,3407.454,17.9729,514.8713,916.0903,361.5728
TCGA-39-5037-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1511.0555,85.1064,38.3813,2.5031,11405.9241,0,143.9299,6.2578,0,909.053,788.4856,496.0367,2114.7101,4320.4005,4.1719,1493.1164,0.8344,704.2136,810.1794,29811.0138,748.8527,246.141,1027.1172,6268.252,4341.2599,101.7939,1310.388,1165.6237,226.9504
TCGA-39-5039-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1711.4094,55.0336,13.4228,35.5705,5902.0134,8.7248,149.6644,40.9396,0.6711,2565.1007,1541.6107,301.3423,1290.9262,20532.8859,0.6711,15.4362,36.2416,604.0268,1039.5973,20504.698,938.255,4.698,779.1946,4475.1678,4182.5503,0,746.3087,704.0268,322.8188
TCGA-39-5040-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,3288.951,28.8641,1141.2166,0.6207,1185.2886,6.5177,105.2142,20.4842,100.2483,1051.8312,940.72,268.7772,3363.6592,2018.0012,6.5177,113.594,23.8982,290.8132,428.6158,7841.0925,831.1608,3.414,1112.9733,338.6096,4733.7058,58.3489,197.0826,1232.4643,599.6276
TCGA-43-2576-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,962.585,67.4603,27.2109,0.5669,2964.8526,0,145.6916,104.3084,1.7007,962.0181,1740.3628,423.4694,1865.6633,6615.0794,1.1338,57.8231,35.7143,2717.6871,314.059,16821.4286,1485.2608,8.5034,1461.4512,4415.5329,4224.4898,0.5669,257.9365,630.9524,267.0068
TCGA-43-2578-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1276.6843,707.7971,16.654,1.8925,2443.6033,3.028,137.3959,27.6306,1.1355,656.6995,568.5087,545.0416,1168.1226,7032.9296,0.3785,47.3126,14.7615,2725.5867,830.81,8289.9319,919.0008,7.57,775.9273,1333.838,3409.5382,2.271,471.9909,449.2808,222.9372
TCGA-43-2581-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2835.4932,88.1929,5.0396,0.7199,1473.3621,4.6796,165.5868,442.7646,0,1947.4442,1200.144,236.1411,2942.887,15580.2736,6.1195,8.6393,20.5184,1040.6767,693.3045,6048.9561,2073.0742,1.0799,1158.0274,1219.2225,3439.1649,0.36,359.9712,355.2916,196.9042
TCGA-43-3394-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1568.1406,131.4106,7.2581,0.764,5746.9201,8.0222,211.2501,20.2464,0,766.689,592.8756,376.2773,1850.8681,4959.2207,0.764,553.1468,20.6284,594.0216,662.4009,16542.0686,509.5979,80.2216,754.4647,3164.9317,4317.4482,6.8761,767.835,581.0333,558.4949
TCGA-43-3920-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2263.0557,54.8509,3.6567,0.4571,3924.58,12.7985,417.3237,105.5879,2.2855,496.4004,442.0066,319.9634,1574.7869,8802.194,6.8564,34.2818,87.7614,497.3146,304.8794,8900.4685,1069.135,71.3061,508.7419,3650.7828,2873.2716,9.5989,853.8453,536.6244,176.8941
TCGA-43-5668-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1472.4072,65.6689,6.0658,0.865,2283.9058,4.7471,377.1346,47.7352,0,1148.2825,889.0354,349.4429,5105.2021,7898.2,3.4285,10.8129,12.6591,1551.7901,1240.8518,5242.698,1202.6109,11.6041,1585.5476,1191.2705,2835.3663,44.3067,258.4559,714.4458,272.1698
TCGA-43-5670-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1250.986,497.6694,0.7171,0.3586,2688.4188,4.6612,77.0886,329.8673,0,1565.7942,1705.9878,552.5278,1307.0133,8492.6497,6.4539,30.8354,2.8684,1165.2922,638.5801,19505.199,400.1434,3.9441,717.4615,3638.5801,3081.3912,143.062,761.5633,530.6561,386.877
TCGA-43-6143-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2043.1063,253.9718,4.6661,0.6666,1671.3698,19.109,8450.3944,18.2202,0,1181.6465,757.9158,303.9662,1091.3343,2283.9684,5.1105,28.4413,20.22,446.1726,760.5822,7580.9355,867.9036,9.7767,777.9136,1041.662,3630.0411,17.5536,516.3871,335.5183,225.5305
TCGA-43-6647-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2019.283,98.8486,174.4828,2.2466,1526.1631,39.3148,193.953,59.5338,0,2131.9854,2440.1385,236.2632,5329.6527,5165.9646,27.7076,13.8538,98.4742,1478.6109,184.9668,8538.0511,1402.2278,585.2289,1060.0019,1808.8552,4102.5929,0.3744,192.8297,236.6376,360.9473
TCGA-43-6770-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2393.5578,98.8133,8.2344,0,4355.7762,32.6956,692.6617,15.9845,0,1087.9147,834.3425,530.1526,2332.0586,2666.0208,0.2422,564.7857,23.7346,1313.3931,493.0976,16218.4548,828.7721,62.0005,794.8656,3030.5159,4361.1044,3.875,665.0521,614.6767,325.7447
TCGA-43-6771-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2305.9783,13.587,2.1739,0.8152,3189.1304,5.163,63.3152,66.3043,0,2057.0652,1872.5543,285.0543,3234.0734,6207.8804,0.2717,7.6087,13.3152,894.5652,117.9348,12746.1957,741.3043,24.4565,1200.5435,3799.1848,7658.9674,8.1522,896.1957,254.8913,626.087
TCGA-43-6773-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1295.5355,129.2796,20.2684,0.5478,3231.9912,14.2427,468.9126,80.5259,0,1374.9658,1745.2753,275.5409,1388.6606,5063.2703,0,26.842,57.8033,920.2958,495.2068,8910.4355,1087.3733,23.0074,1061.0792,3019.4467,2935.6341,1.6434,347.3021,341.2764,489.181
TCGA-43-7656-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1242.9291,397.1329,22.0845,1.5498,2451.7629,1.1623,4536.6137,31.3832,1.5498,1185.1995,3319.2561,1088.7253,789.2135,2267.3382,1.5498,47.6559,17.8225,1176.6757,825.2615,27717.1639,507.5552,12.7857,602.8671,1583.4948,3717.5513,21.3096,471.9101,503.6807,499.4188
TCGA-43-7657-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1718.1608,651.6705,47.304,0.3639,1813.4304,2.9772,71.1214,13.5627,0,943.7645,784.651,316.5729,2730.6087,3484.6179,18.5246,214.0258,16.5399,1681.4423,722.7919,22347.3371,850.4797,27.787,1075.091,3304.995,4091.3,1.3232,470.0629,676.8111,453.1922
TCGA-43-7658-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1009.3433,563.8234,35.491,0.2689,1658.9366,0.8066,6554.0095,19.3587,0,811.9917,769.2411,758.4863,856.7534,2794.6495,3.2265,29.307,7.2595,491.4969,539.3561,6126.7729,1041.0701,4.3019,1281.4412,990.7912,2922.3634,1.6132,291.1877,391.2079,2126.504
TCGA-43-8115-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1148.408,362.6552,3.7777,0,1321.6406,48.0302,631.9482,60.9822,0,1172.6929,1239.6114,303.292,3036.789,3092.8225,2.6983,538.0464,70.6962,761.4679,527.2531,7281.1657,1628.7102,13.4916,1063.1409,1970.8581,3441.986,106.3141,483.0005,504.5872,616.2979
TCGA-43-8116-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1360.0703,282.2014,91.9204,2.9274,1033.3724,14.637,1506.4403,435.0117,0,3157.4941,2262.2951,352.459,1346.2939,2155.1522,5.8548,5.8548,19.3208,1590.7494,546.2529,16828.4543,634.0749,1290.9836,1111.8267,3997.6581,4507.6112,5.8548,548.0094,353.63,666.8618
TCGA-43-8118-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1791.9742,166.9742,6.9188,1.845,2432.6568,10.1476,239.8524,13.8376,0.4613,1583.9483,673.893,351.0148,2349.4742,7287.3616,0.4613,143.4502,15.2214,1322.417,450.1845,8437.7306,1013.3764,9.2251,2309.9631,3585.7934,4202.0295,1.3838,906.8266,541.0517,638.8376
TCGA-43-A474-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1864.2027,86.794,22.01,0,2384.5515,0,289.4518,11.6279,0,824.3355,718.4385,424.0033,1826.7816,3281.9767,1117.9402,14.5349,4.1528,1776.9934,175.2492,8273.2558,702.2425,80.1495,649.9169,4478.8206,5414.0365,204.7342,590.9468,169.0199,320.598
TCGA-43-A475-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1781.0808,887.0172,0.4145,0,2719.4953,2.487,1661.2921,53.0552,0,1471.0393,2197.6473,356.8794,1870.5618,3374.3959,3.7304,16.9943,30.2581,723.7066,365.5837,18217.427,1231.4618,81.6553,1438.2943,2780.8404,5507.3821,2.9015,666.9209,460.0884,631.2744
TCGA-43-A56U-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1596.7311,798.9942,11.3154,0.6286,2851.4851,7.5436,629.2629,113.1542,0,1570.9571,2212.7927,376.5519,1579.1105,5813.6099,0,46.5189,38.6359,708.4708,638.6924,9517.5232,916.5488,25.1454,1112.6827,1922.3637,3014.9301,106.2392,442.5585,445.0731,361.4647
TCGA-43-A56V-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2044.0778,189.7152,4.1242,0.5155,4652.6614,3.0932,307.7716,25.261,0.5155,956.3088,1043.949,375.8216,3608.8207,9982.2142,2.0621,206.2121,15.9814,620.183,535.1205,11362.289,448.5114,346.9519,671.2205,4092.7955,5288.3103,6.7019,1433.1744,607.2948,393.3497
TCGA-46-3765-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,3425.5639,100.7519,35.0877,1.5038,4063.1579,7.5188,452.1303,18.0451,0.5013,687.7193,470.1754,421.5539,1879.7594,6316.2907,1.0025,95.7393,19.5489,821.5539,906.7669,7843.1078,907.7694,113.2832,839.599,1096.7419,4062.6566,30.5764,446.1153,676.6917,506.2657
TCGA-46-3766-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1694.5338,84.8875,8.3601,3.2154,2114.4695,24.4373,443.0868,108.0386,3.2154,1440.5145,818.0064,278.4566,1205.4855,12891.9614,1.2862,22.508,99.6527,509.9678,428.9389,13308.6817,1236.6559,7.717,837.299,2104.8232,2756.9132,0.6431,218.6495,545.9807,306.1093
TCGA-46-3767-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2066.6244,148.955,63.8379,1.5199,1955.1615,23.3059,574.0342,108.9297,1.0133,1754.5282,1130.8423,290.3103,1262.6118,8828.3724,1.0133,15.7061,97.2768,523.8759,526.4091,10272.3243,977.3274,22.2926,724.5092,1619.7593,3351.9949,79.0374,253.3249,521.3426,445.3452
TCGA-46-3768-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,3231.9974,6.1909,1.6292,0,3752.3623,2.9326,101.9876,8.146,0.6517,944.9332,401.7595,502.118,2589.6155,3489.7361,0.3258,2.6067,6.8426,821.1144,825.0244,7746.4972,2023.7862,11.4044,1147.9309,2467.579,3696.9697,1.6292,594.9821,453.2421,774.5194
TCGA-46-3769-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2084.5964,48.2904,9.5171,0,1950.6521,0.705,65.9147,41.5932,0,1037.7159,999.6475,547.4092,2644.4589,4872.0479,0,11.632,13.0419,2379.2739,521.6778,13750.0881,1712.3722,2.4674,1477.2647,2593.2323,3262.6013,2.8199,197.7441,496.6514,261.1914
TCGA-46-6025-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1899.3496,27.783,2.2732,0,917.0929,3.536,35.6128,19.7007,0,1059.7967,1420.7236,562.9854,2512.4784,3245.059,0.7577,62.6381,16.1647,1505.3356,160.3839,15660.2892,640.0202,47.2312,1905.664,3253.1414,2719.707,17.6801,308.3917,299.2991,1157.5425
TCGA-46-6026-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1183.2274,803.486,48.5749,11.1437,3517.1084,8.2863,635.7597,19.43,1.7144,523.466,1039.2171,430.3165,2256.7726,2483.0345,499.1785,76.8626,11.7151,172.0123,233.731,6003.5717,327.7377,101.4358,1585.5418,1769.555,1720.6943,873.7767,997.7856,427.7448,150.5822
TCGA-51-4079-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2225.8356,36.1337,3.6134,1.6059,2740.9415,0.803,167.018,19.6728,0,1163.9065,587.7748,350.4968,7832.3878,4690.5551,0.803,120.8471,19.2713,1434.5077,458.4964,4126.4679,809.7962,28.104,787.7145,3217.5048,4925.0226,5.6208,505.0688,458.8979,199.5383
TCGA-51-4080-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,3136.8841,284.6902,1.7639,0.3528,7328.2157,0.7056,920.0398,4.9389,0,1030.4587,283.6319,341.4872,1365.2043,3080.44,2.4694,0.7056,8.1138,657.2217,1756.1189,15440.2997,1094.6639,26.4582,1381.118,2760.8249,5907.5868,79.0218,569.0277,522.4612,260.7015
TCGA-51-4081-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2534.1853,309.6912,0,0,3260.0639,2.9819,661.9808,13.6315,0.426,1150.5857,805.5378,387.2204,2514.4153,2226.6241,19.5953,500.5325,12.3536,845.1544,269.6486,5190.6283,588.7114,39.1906,943.131,1457.295,3712.886,59.2119,444.7284,445.1544,287.9659
TCGA-51-6867-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,3346.4052,428.2602,102.7077,0.3112,1811.7025,25.2101,530.6567,6.8472,0,1254.2795,1175.2256,372.2378,2330.498,2252.4121,1.2449,49.7977,22.409,1091.192,393.713,5577.6533,1456.5826,40.1494,1022.0977,1368.8142,3962.6517,0.3112,476.5017,502.9567,489.2624
TCGA-52-7622-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,2298.4429,212.5144,9.8039,4.3253,3241.0611,7.7855,349.1926,50.4614,1.1534,2386.3899,1566.8973,473.1834,3440.9314,8065.4556,0.8651,113.6101,33.737,1236.7359,408.5928,12089.9654,1087.3702,23.0681,896.4821,2080.7382,2937.7163,13.8408,285.1788,642.1569,334.4867
TCGA-52-7809-01,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",SqCLung,1868.9459,364.327,8.9787,4.4893,2498.4892,3.7987,769.4034,20.3747,1.036,793.5768,677.89,491.4098,1225.5202,3962.3586,21.756,445.1351,15.8853,482.4311,595.7006,24142.2775,999.741,12.0867,787.7061,1195.8905,2281.6196,1957.3513,471.0351,417.1631,362.9457
